,AgeCategory,WeeklyWorkingHours,WorkClass,Education,MaritalStatus,Occupation,Relationship,Race,Sex,NativeCountry
random1478,AgeCat-40-50,HoursCat-40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,United-States
random1479,AgeCat-50-60,HoursCat-20-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,United-States
random1480,AgeCat-10-20,HoursCat-20-30,Private,HS-grad,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,United-States
random1481,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Never-married,Sales,Husband,Black,Male,United-States
random1482,AgeCat-10-20,HoursCat-20-30,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Female,United-States
random1483,AgeCat-60-70,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Tech-support,Unmarried,White,Male,United-States
random1484,AgeCat-40-50,HoursCat-10-20,Private,Doctorate,Never-married,Sales,Husband,White,Male,United-States
random1485,AgeCat-60-70,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random1486,AgeCat-30-40,HoursCat-40-50,Local-gov,Some-college,Never-married,Prof-specialty,Husband,Other,Female,United-States
random1487,AgeCat-40-50,HoursCat-10-20,Private,Some-college,Married-civ-spouse,Other-service,Not-in-family,Black,Female,United-States
random1488,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,United-States
random1489,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Never-married,Tech-support,Husband,White,Male,United-States
random1490,AgeCat-30-40,HoursCat-30-40,Local-gov,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Female,United-States
random1491,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,United-States
random1492,AgeCat-30-40,HoursCat-10-20,Private,Assoc-voc,Divorced,Machine-op-inspct,Husband,White,Male,Poland
random1493,AgeCat-50-60,HoursCat-30-40,Private,Grade-7th-8th,Married-civ-spouse,Sales,Husband,White,Female,United-States
random1494,AgeCat-60-70,HoursCat-30-40,Federal-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random1495,AgeCat-10-20,HoursCat-30-40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States
random1496,AgeCat-20-30,HoursCat-30-40,State-gov,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Female,United-States
random1497,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,United-States
random1498,AgeCat-10-20,HoursCat-30-40,Private,Some-college,Never-married,Sales,Husband,White,Female,United-States
random1499,AgeCat-20-30,HoursCat-30-40,State-gov,Some-college,Never-married,Exec-managerial,Husband,White,Female,Iran
random1500,AgeCat-30-40,HoursCat-50-60,Private,Some-college,Never-married,Other-service,Unmarried,White,Male,United-States
random1501,AgeCat-50-60,HoursCat-30-40,Private,Masters,Never-married,Adm-clerical,Husband,White,Female,United-States
random1502,AgeCat-20-30,HoursCat-30-40,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Own-child,White,Male,United-States
random1503,AgeCat-30-40,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Own-child,White,Female,United-States
random1504,AgeCat-50-60,HoursCat-30-40,Private,Some-college,Never-married,Prof-specialty,Husband,White,Male,United-States
random1505,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random1506,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Never-married,Farming-fishing,Husband,Black,Male,United-States
random1507,AgeCat-30-40,HoursCat-30-40,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
random1508,AgeCat-60-70,HoursCat-30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States
random1509,AgeCat-30-40,HoursCat-20-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,United-States
random1510,AgeCat-10-20,HoursCat-40-50,Private,Grade-10th,Married-civ-spouse,Prof-specialty,Own-child,White,Male,United-States
random1511,AgeCat-20-30,HoursCat-50-60,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,Mexico
random1512,AgeCat-30-40,HoursCat-50-60,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,United-States
random1513,AgeCat-40-50,HoursCat-10-20,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random1514,AgeCat-40-50,HoursCat-40-50,Private,Bachelors,Married-civ-spouse,Sales,Own-child,Black,Male,United-States
random1515,AgeCat-30-40,HoursCat-40-50,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random1516,AgeCat-40-50,HoursCat-20-30,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Own-child,White,Female,United-States
random1517,AgeCat-40-50,HoursCat-40-50,Private,Some-college,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Male,United-States
random1518,AgeCat-20-30,HoursCat-10-20,Private,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States
random1519,AgeCat-60-70,HoursCat-40-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Female,United-States
random1520,AgeCat-40-50,HoursCat-40-50,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Male,United-States
random1521,AgeCat-50-60,HoursCat-60-70,Private,HS-grad,Never-married,Prof-specialty,Husband,White,Female,United-States
random1522,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Husband,White,Male,United-States
random1523,AgeCat-40-50,HoursCat-30-40,Private,Assoc-voc,Never-married,Handlers-cleaners,Not-in-family,Black,Female,Mexico
random1524,AgeCat-40-50,HoursCat-30-40,Private,Grade-11th,Never-married,Exec-managerial,Unmarried,White,Male,United-States
random1525,AgeCat-50-60,HoursCat-30-40,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Husband,Black,Male,United-States
random1526,AgeCat-20-30,HoursCat-40-50,Private,Grade-11th,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
random1527,AgeCat-30-40,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States
random1528,AgeCat-30-40,HoursCat-0-10,Private,Grade-7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random1529,AgeCat-50-60,HoursCat-30-40,Self-emp-inc,Prof-school,Never-married,Other-service,Husband,White,Male,United-States
random1530,AgeCat-20-30,HoursCat-30-40,Private,Grade-5th-6th,Widowed,Other-service,Unmarried,Black,Male,United-States
random1531,AgeCat-60-70,HoursCat-30-40,Private,HS-grad,Widowed,Sales,Husband,White,Male,United-States
random1532,AgeCat-50-60,HoursCat-40-50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States
random1533,AgeCat-20-30,HoursCat-40-50,Private,Masters,Married-spouse-absent,Protective-serv,Husband,White,Female,United-States
random1534,AgeCat-30-40,HoursCat-20-30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random1535,AgeCat-40-50,HoursCat-40-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,United-States
random1536,AgeCat-40-50,HoursCat-40-50,State-gov,Masters,Divorced,Craft-repair,Husband,White,Male,United-States
random1537,AgeCat-50-60,HoursCat-0-10,Federal-gov,Bachelors,Married-civ-spouse,Other-service,Not-in-family,White,Female,United-States
random1538,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
random1539,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random1540,AgeCat-30-40,HoursCat-10-20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States
random1541,AgeCat-40-50,HoursCat-40-50,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States
random1542,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,United-States
random1543,AgeCat-20-30,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
random1544,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Tech-support,Other-relative,White,Male,United-States
random1545,AgeCat-20-30,HoursCat-20-30,Private,Masters,Married-civ-spouse,Exec-managerial,Own-child,White,Male,Mexico
random1546,AgeCat-50-60,HoursCat-30-40,Private,Assoc-acdm,Never-married,Tech-support,Unmarried,White,Male,United-States
random1547,AgeCat-30-40,HoursCat-40-50,Private,HS-grad,Separated,Prof-specialty,Husband,White,Male,United-States
random1548,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States
random1549,AgeCat-50-60,HoursCat-30-40,Local-gov,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,United-States
random1550,AgeCat-40-50,HoursCat-30-40,Private,Grade-7th-8th,Never-married,Sales,Husband,White,Male,United-States
random1551,AgeCat-80-90,HoursCat-30-40,Private,Doctorate,Never-married,Transport-moving,Unmarried,Black,Female,Mexico
random1552,AgeCat-50-60,HoursCat-40-50,Private,Some-college,Divorced,Machine-op-inspct,Other-relative,White,Male,United-States
random1553,AgeCat-30-40,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,United-States
random1554,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Divorced,Protective-serv,Own-child,White,Male,United-States
random1555,AgeCat-50-60,HoursCat-50-60,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
random1556,AgeCat-10-20,HoursCat-30-40,Self-emp-not-inc,Grade-1st-4th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random1557,AgeCat-30-40,HoursCat-40-50,Private,HS-grad,Divorced,Adm-clerical,Husband,White,Female,United-States
random1558,AgeCat-50-60,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Female,United-States
random1559,AgeCat-60-70,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Philippines
random1560,AgeCat-40-50,HoursCat-30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Unmarried,White,Male,United-States
random1561,AgeCat-40-50,HoursCat-30-40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States
random1562,AgeCat-10-20,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States
random1563,AgeCat-30-40,HoursCat-40-50,Private,Grade-11th,Never-married,Exec-managerial,Wife,Black,Male,United-States
random1564,AgeCat-30-40,HoursCat-50-60,Private,Some-college,Never-married,Sales,Husband,White,Male,United-States
random1565,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Female,Taiwan
random1566,AgeCat-20-30,HoursCat-50-60,Private,Grade-1st-4th,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random1567,AgeCat-20-30,HoursCat-70-80,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
random1568,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States
random1569,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Farming-fishing,Own-child,White,Male,United-States
random1570,AgeCat-40-50,HoursCat-30-40,State-gov,Grade-7th-8th,Never-married,Exec-managerial,Unmarried,White,Male,United-States
random1571,AgeCat-40-50,HoursCat-40-50,Private,Assoc-acdm,Never-married,Prof-specialty,Husband,White,Male,United-States
random1572,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Husband,White,Male,United-States
random1573,AgeCat-30-40,HoursCat-10-20,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,United-States
random1574,AgeCat-10-20,HoursCat-30-40,Private,Assoc-voc,Never-married,Sales,Wife,Black,Female,United-States
random1575,AgeCat-10-20,HoursCat-30-40,Private,Some-college,Divorced,Other-service,Husband,White,Male,United-States
random1576,AgeCat-20-30,HoursCat-30-40,State-gov,HS-grad,Divorced,Sales,Own-child,White,Male,United-States
random1577,AgeCat-40-50,HoursCat-50-60,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random1578,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States
random1579,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States
random1580,AgeCat-40-50,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States
random1581,AgeCat-50-60,HoursCat-10-20,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random1582,AgeCat-40-50,HoursCat-30-40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,United-States
random1583,AgeCat-60-70,HoursCat-30-40,Private,Bachelors,Divorced,Craft-repair,Husband,White,Female,United-States
random1584,AgeCat-50-60,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
random1585,AgeCat-30-40,HoursCat-40-50,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,United-States
random1586,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Never-married,Exec-managerial,Husband,White,Male,United-States
random1587,AgeCat-10-20,HoursCat-20-30,Self-emp-not-inc,Grade-11th,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,United-States
random1588,AgeCat-80-90,HoursCat-30-40,Private,Grade-7th-8th,Married-civ-spouse,Prof-specialty,Not-in-family,Other,Male,United-States
random1589,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,United-States
random1590,AgeCat-40-50,HoursCat-40-50,Local-gov,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,United-States
random1591,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
random1592,AgeCat-30-40,HoursCat-20-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States
random1593,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Other-service,Own-child,White,Male,United-States
random1594,AgeCat-20-30,HoursCat-30-40,Local-gov,Some-college,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,United-States
random1595,AgeCat-40-50,HoursCat-30-40,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,United-States
random1596,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
random1597,AgeCat-40-50,HoursCat-40-50,Private,Bachelors,Never-married,Sales,Own-child,Black,Female,United-States
random1598,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Female,United-States
random1599,AgeCat-20-30,HoursCat-40-50,State-gov,Grade-9th,Married-civ-spouse,Other-service,Husband,White,Male,United-States
random1600,AgeCat-50-60,HoursCat-30-40,Self-emp-not-inc,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Male,United-States
random1601,AgeCat-30-40,HoursCat-30-40,Self-emp-inc,Some-college,Married-spouse-absent,Adm-clerical,Own-child,White,Male,United-States
random1602,AgeCat-20-30,HoursCat-20-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random1603,AgeCat-60-70,HoursCat-30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,United-States
random1604,AgeCat-70-80,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Transport-moving,Own-child,White,Male,Jamaica
random1605,AgeCat-20-30,HoursCat-40-50,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
random1606,AgeCat-40-50,HoursCat-30-40,Private,Bachelors,Never-married,Craft-repair,Husband,White,Male,United-States
random1607,AgeCat-20-30,HoursCat-70-80,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,Black,Male,United-States
random1608,AgeCat-40-50,HoursCat-60-70,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,United-States
random1609,AgeCat-50-60,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States
random1610,AgeCat-40-50,HoursCat-40-50,Private,Grade-10th,Divorced,Machine-op-inspct,Own-child,White,Male,France
random1611,AgeCat-30-40,HoursCat-40-50,Local-gov,Assoc-voc,Never-married,Adm-clerical,Husband,White,Male,United-States
random1612,AgeCat-30-40,HoursCat-40-50,Private,Some-college,Never-married,Prof-specialty,Husband,Black,Female,United-States
random1613,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,United-States
random1614,AgeCat-40-50,HoursCat-50-60,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,Cuba
random1615,AgeCat-50-60,HoursCat-30-40,Private,Grade-9th,Divorced,Machine-op-inspct,Husband,White,Male,United-States
random1616,AgeCat-50-60,HoursCat-40-50,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States
random1617,AgeCat-10-20,HoursCat-30-40,Private,Grade-5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random1618,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,United-States
random1619,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States
random1620,AgeCat-20-30,HoursCat-30-40,Private,Prof-school,Married-civ-spouse,Other-service,Unmarried,White,Male,United-States
random1621,AgeCat-30-40,HoursCat-50-60,Self-emp-inc,HS-grad,Married-civ-spouse,Tech-support,Unmarried,White,Male,United-States
random1622,AgeCat-30-40,HoursCat-30-40,Private,Grade-1st-4th,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
random1623,AgeCat-40-50,HoursCat-20-30,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
